Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
acceptAlert(),Chrome 84.0.4147.105,,,2020-08-10 12:08:13,2020-08-10 12:08:13,0.015s,PASSED
"scrollToElement(findTestObject(""Course Manager/a_Tools""), 0)",Chrome 84.0.4147.105,,,2020-08-10 12:08:13,2020-08-10 12:08:14,0.884s,PASSED
"click(findTestObject(""Course Manager/a_Tools""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:14,2020-08-10 12:08:17,2.904s,PASSED
"click(findTestObject(""Course Manager/div_Course Manager""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:17,2020-08-10 12:08:18,1.783s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:18,2020-08-10 12:08:19,0.412s,PASSED
"click(findTestObject(""Course Manager/a_DUPLICATE""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:19,2020-08-10 12:08:22,3.277s,PASSED
"selectOptionByValue(findTestObject(""Course Manager/select_Choose                              _822a55""), ""2"", true)",Chrome 84.0.4147.105,,,2020-08-10 12:08:22,2020-08-10 12:08:25,2.818s,PASSED
"click(findTestObject(""Course Manager/a_Follow-up Questions""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:25,2020-08-10 12:08:26,1.300s,PASSED
"click(findTestObject(""Course Manager/a_Finish""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:26,2020-08-10 12:08:28,1.474s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:28,2020-08-10 12:08:34,6.389s,PASSED
"scrollToElement(findTestObject(""Course Manager/button_DETAILS""), 0)",Chrome 84.0.4147.105,,,2020-08-10 12:08:34,2020-08-10 12:08:34,0.363s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:34,2020-08-10 12:08:35,0.415s,PASSED
"click(findTestObject(""Course Manager/a_ENROLLMENT""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:35,2020-08-10 12:08:39,4.184s,PASSED
"click(findTestObject(""Course Manager/a_Course Manager""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:39,2020-08-10 12:08:41,1.754s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:41,2020-08-10 12:08:41,0.406s,PASSED
"click(findTestObject(""Course Manager/a_CANCEL""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:41,2020-08-10 12:08:42,0.412s,PASSED
acceptAlert(),Chrome 84.0.4147.105,,,2020-08-10 12:08:42,2020-08-10 12:08:42,0.016s,PASSED
"setText(findTestObject(""Course Manager/textarea_Reason For Cancel_reason_cancel""), ""This is a test"")",Chrome 84.0.4147.105,,,2020-08-10 12:08:42,2020-08-10 12:08:43,1.516s,PASSED
"click(findTestObject(""Course Manager/button_Submit_Cancel""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:43,2020-08-10 12:08:44,0.439s,PASSED
"scrollToElement(findTestObject(""Object Repository/Course Manager/p_Cancelled""), 0)",Chrome 84.0.4147.105,,,2020-08-10 12:08:44,2020-08-10 12:08:44,0.582s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Course Manager/p_Cancelled""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:44,2020-08-10 12:08:46,1.486s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:46,2020-08-10 12:08:46,0.382s,PASSED
"click(findTestObject(""Course Manager/a_DELETE""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:46,2020-08-10 12:08:46,0.382s,PASSED
acceptAlert(),Chrome 84.0.4147.105,,,2020-08-10 12:08:46,2020-08-10 12:08:46,0.015s,PASSED
,,,,,,,
Test Cases/Course Manager/TC-008-CM-Re Opening Ended course,Chrome 84.0.4147.105,,,2020-08-10 12:08:46,2020-08-10 12:08:48,1.973s,FAILED
"scrollToElement(findTestObject(""Course Manager/button_DETAILS""), 0)",Chrome 84.0.4147.105,,,2020-08-10 12:08:47,2020-08-10 12:08:47,0.241s,PASSED
"click(findTestObject(""Course Manager/button_DETAILS""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:47,2020-08-10 12:08:48,1.282s,FAILED
,,,,,,,
Test Cases/Course Manager/TC-009-CM-Creating Course without payment,Chrome 84.0.4147.105,,,2020-08-10 12:08:48,2020-08-10 12:09:32,43.408s,FAILED
"click(findTestObject(""Course Manager/button_New""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:49,2020-08-10 12:08:51,2.569s,PASSED
"setText(findTestObject(""Course Manager/input__txtTitle""), ""Comp-101"")",Chrome 84.0.4147.105,,,2020-08-10 12:08:51,2020-08-10 12:08:52,0.979s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Course Manager/select_Choose                              _822a55""), ""2"", true)",Chrome 84.0.4147.105,,,2020-08-10 12:08:52,2020-08-10 12:08:53,1.147s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Course Manager/select_ChooseBlended Learning (OnlineFace-t_17004a""), ""175"", true)",Chrome 84.0.4147.105,,,2020-08-10 12:08:53,2020-08-10 12:08:55,1.518s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Course Manager/select_Choose                              _ed4c48""), ""11"", true)",Chrome 84.0.4147.105,,,2020-08-10 12:08:55,2020-08-10 12:08:56,1.273s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.105,,,2020-08-10 12:08:56,2020-08-10 12:08:57,0.763s,PASSED
delay(2),Chrome 84.0.4147.105,,,2020-08-10 12:08:57,2020-08-10 12:08:59,2.038s,PASSED
"test.fileUpload.uploadFile(findTestObject(""Course Manager/input_BROWSE_test""), ""C:\Users\Kim\Downloads\depositphotos_180736330-stock-illustration-logo-quality-assurance-qa-testing.jpg"")",Chrome 84.0.4147.105,,,2020-08-10 12:08:59,2020-08-10 12:09:00,0.782s,PASSED
"setText(findTestObject(""Course Manager/textarea_Course Desciption""), ""This is a test description"")",Chrome 84.0.4147.105,,,2020-08-10 12:09:00,2020-08-10 12:09:01,1.590s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:01,2020-08-10 12:09:02,0.765s,PASSED
delay(2),Chrome 84.0.4147.105,,,2020-08-10 12:09:02,2020-08-10 12:09:04,2.004s,PASSED
"click(findTestObject(""Course Manager/a_ Add Instructor""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:04,2020-08-10 12:09:08,4.254s,PASSED
"setText(findTestObject(""Course Manager/input__txtInstructor""), ""Lauro E"")",Chrome 84.0.4147.105,,,2020-08-10 12:09:08,2020-08-10 12:09:09,0.804s,PASSED
"click(findTestObject(""Course Manager/a_Lauro Eguia""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:09,2020-08-10 12:09:11,1.385s,PASSED
delay(3),Chrome 84.0.4147.105,,,2020-08-10 12:09:11,2020-08-10 12:09:14,3.004s,PASSED
"click(findTestObject(""Course Manager/button_Submit""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:14,2020-08-10 12:09:14,0.465s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:14,2020-08-10 12:09:16,1.463s,PASSED
"click(findTestObject(""Course Manager/select_Training Center""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:16,2020-08-10 12:09:17,1.140s,PASSED
"click(findTestObject(""Course Manager/Train_center_Value""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:17,2020-08-10 12:09:17,0.420s,PASSED
"click(findTestObject(""Course Manager/select_Room""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:17,2020-08-10 12:09:18,1.046s,PASSED
"click(findTestObject(""Course Manager/Room_Value""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:18,2020-08-10 12:09:19,0.496s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:19,2020-08-10 12:09:19,0.651s,PASSED
"click(findTestObject(""Course Manager/a_ Add Focus Area""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:19,2020-08-10 12:09:20,1.086s,PASSED
"click(findTestObject(""Course Manager/option_Certification""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:20,2020-08-10 12:09:21,0.524s,PASSED
"click(findTestObject(""Course Manager/button_Submit_FocusArea""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:21,2020-08-10 12:09:21,0.451s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:21,2020-08-10 12:09:23,1.469s,PASSED
"click(findTestObject(""Course Manager/select_TextBookProvided""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:23,2020-08-10 12:09:24,1.144s,PASSED
"click(findTestObject(""Course Manager/option_Yes""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:24,2020-08-10 12:09:24,0.345s,PASSED
"setText(findTestObject(""Course Manager/input_SD_custFiled_30""), ""1234512345"")",Chrome 84.0.4147.105,,,2020-08-10 12:09:24,2020-08-10 12:09:25,0.752s,PASSED
"click(findTestObject(""Course Manager/input_Migrated Course_custFiled_31""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:25,2020-08-10 12:09:26,0.510s,PASSED
"setText(findTestObject(""Course Manager/textarea_Learning Outcomes_custFiled_29""), ""This is a test from automation"")",Chrome 84.0.4147.105,,,2020-08-10 12:09:26,2020-08-10 12:09:27,0.999s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:27,2020-08-10 12:09:27,0.600s,PASSED
"click(findTestObject(""Course Manager/a_Next""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:27,2020-08-10 12:09:29,1.365s,PASSED
"scrollToElement(findTestObject(""Course Manager/input_Seats Expire On_DTRsvSeat""), 0)",Chrome 84.0.4147.105,,,2020-08-10 12:09:29,2020-08-10 12:09:30,1.021s,PASSED
"click(findTestObject(""Course Manager/input_Seats Expire On_DTRsvSeat""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:30,2020-08-10 12:09:30,0.661s,PASSED
"click(findTestObject(""Course Manager/button_December_xdsoft_next (Limits)""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:30,2020-08-10 12:09:31,0.622s,PASSED
"click(findTestObject(""Course Manager/div_31 (Expiry Date)""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:31,2020-08-10 12:09:32,0.924s,FAILED
,,,,,,,
Test Cases/Course Manager/TC-010-CM-Creating Course without the ADA message,Chrome 84.0.4147.105,,,2020-08-10 12:09:32,2020-08-10 12:10:20,47.993s,FAILED
"click(findTestObject(""Course Manager/button_New""))",Chrome 84.0.4147.105,,,2020-08-10 12:09:32,2020-08-10 12:10:20,47.571s,FAILED
,,,,,,,
Test Cases/Course Manager/TC-011-CM-Creating Course with Payment,Chrome 84.0.4147.105,,,2020-08-10 12:10:20,2020-08-10 12:11:08,47.973s,FAILED
"click(findTestObject(""Course Manager/button_New""))",Chrome 84.0.4147.105,,,2020-08-10 12:10:20,2020-08-10 12:11:08,47.703s,FAILED
